group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,1.0,0.0,0.0,0.0,1.0,9.0,6.0
A,South Africa,0.0,1.0,0.0,0.0,1.0,4.0,-1.0
A,South Korea,0.0,0.0,1.0,0.0,0.0,3.0,-1.0
A,Czech Republic,0.0,0.0,0.0,1.0,0.0,1.0,-4.0
B,Switzerland,1.0,0.0,0.0,0.0,1.0,7.0,4.0
B,Canada,0.0,1.0,0.0,0.0,1.0,4.0,5.0
B,Bosnia and Herzegovina,0.0,0.0,1.0,0.0,0.0,4.0,-1.0
B,Qatar,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
C,Brazil,1.0,0.0,0.0,0.0,1.0,7.0,6.0
C,Morocco,0.0,1.0,0.0,0.0,1.0,7.0,3.0
C,Scotland,0.0,0.0,1.0,0.0,0.0,3.0,-3.0
C,Haiti,0.0,0.0,0.0,1.0,0.0,0.0,-6.0
D,United States,1.0,0.0,0.0,0.0,1.0,6.0,4.0
D,Australia,0.0,1.0,0.0,0.0,1.0,4.0,0.0
D,Paraguay,0.0,0.0,1.0,0.0,0.0,4.0,-2.0
D,Turkey,0.0,0.0,0.0,1.0,0.0,3.0,-2.0
E,Germany,1.0,0.0,0.0,0.0,1.0,6.0,6.0
E,Ivory Coast,0.0,1.0,0.0,0.0,1.0,6.0,2.0
E,Ecuador,0.0,0.0,1.0,0.0,0.0,4.0,0.0
E,Curaçao,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
F,Netherlands,1.0,0.0,0.0,0.0,1.0,7.0,6.0
F,Japan,0.0,1.0,0.0,0.0,1.0,5.0,4.0
F,Sweden,0.0,0.0,1.0,0.0,0.0,4.0,0.0
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.0,-10.0
G,Egypt,0.54,0.207,0.253,0.0,0.747,5.14,1.73
G,Iran,0.313,0.168,0.476,0.043,0.481,3.55,0.27
G,Belgium,0.147,0.51,0.193,0.15,0.657,3.97,0.84
G,New Zealand,0.0,0.115,0.078,0.807,0.115,1.77,-2.84
H,Spain,0.838,0.11,0.052,0.0,0.948,6.0,4.89
H,Uruguay,0.14,0.086,0.673,0.101,0.226,2.74,-0.89
H,Cape Verde,0.022,0.497,0.212,0.268,0.519,3.28,-0.08
H,Saudi Arabia,0.0,0.307,0.063,0.63,0.307,2.4,-3.92
I,France,0.811,0.189,0.0,0.0,1.0,7.88,5.71
I,Norway,0.189,0.811,0.0,0.0,1.0,6.85,3.29
I,Senegal,0.0,0.0,0.79,0.21,0.0,1.8,-2.4
I,Iraq,0.0,0.0,0.21,0.79,0.0,0.92,-6.6
J,Argentina,0.999,0.001,0.0,0.0,1.0,8.58,7.03
J,Austria,0.001,0.624,0.368,0.008,0.624,4.25,-0.12
J,Algeria,0.0,0.376,0.609,0.015,0.376,4.44,-1.88
J,Jordan,0.0,0.0,0.022,0.978,0.0,0.28,-5.03
K,Colombia,0.725,0.275,0.0,0.0,1.0,7.57,3.29
K,Portugal,0.275,0.723,0.002,0.0,0.998,5.13,4.71
K,DR Congo,0.0,0.002,0.645,0.352,0.002,2.32,-1.03
K,Uzbekistan,0.0,0.0,0.352,0.648,0.0,1.37,-6.97
L,England,0.681,0.315,0.003,0.0,0.997,6.1,3.05
L,Croatia,0.212,0.346,0.418,0.024,0.558,4.94,-0.2
L,Ghana,0.106,0.339,0.555,0.0,0.445,4.79,0.2
L,Panama,0.0,0.0,0.024,0.976,0.0,0.65,-3.05
