group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.972,0.028,0.0,0.0,1.0,8.4,4.66
A,South Korea,0.028,0.796,0.163,0.013,0.824,5.01,0.9
A,South Africa,0.0,0.147,0.325,0.528,0.147,1.73,-2.9
A,Czech Republic,0.0,0.029,0.511,0.459,0.029,1.42,-2.66
B,Canada,0.686,0.314,0.0,0.0,1.0,5.48,6.17
B,Switzerland,0.314,0.682,0.004,0.0,0.996,5.23,2.83
B,Bosnia and Herzegovina,0.0,0.004,0.629,0.367,0.004,2.28,-3.09
B,Qatar,0.0,0.0,0.367,0.633,0.0,2.41,-5.91
C,Brazil,0.666,0.226,0.108,0.0,0.892,6.18,4.17
C,Morocco,0.297,0.682,0.022,0.0,0.978,6.29,2.37
C,Scotland,0.037,0.093,0.85,0.021,0.13,3.59,-1.17
C,Haiti,0.0,0.0,0.021,0.979,0.0,0.5,-5.37
D,United States,0.996,0.004,0.0,0.0,1.0,7.83,5.67
D,Australia,0.004,0.714,0.259,0.022,0.719,4.55,0.26
D,Paraguay,0.0,0.281,0.631,0.087,0.281,4.15,-2.26
D,Turkey,0.0,0.0,0.109,0.891,0.0,0.9,-3.67
E,Germany,0.999,0.001,0.0,0.0,1.0,7.59,7.32
E,Ivory Coast,0.001,0.804,0.151,0.044,0.805,4.98,0.87
E,Curaçao,0.0,0.119,0.157,0.724,0.119,1.75,-6.87
E,Ecuador,0.0,0.075,0.692,0.232,0.075,2.11,-1.32
F,Netherlands,0.572,0.425,0.003,0.0,0.997,6.3,5.4
F,Japan,0.391,0.49,0.12,0.0,0.88,6.16,5.15
F,Sweden,0.037,0.086,0.877,0.0,0.123,3.6,-1.15
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.49,-9.4
G,Egypt,0.542,0.208,0.25,0.0,0.75,5.15,1.74
G,Iran,0.312,0.167,0.477,0.044,0.479,3.54,0.26
G,Belgium,0.146,0.509,0.193,0.152,0.655,3.96,0.83
G,New Zealand,0.0,0.116,0.08,0.804,0.116,1.77,-2.83
H,Spain,0.839,0.109,0.052,0.0,0.948,6.01,4.9
H,Uruguay,0.138,0.086,0.674,0.102,0.224,2.74,-0.9
H,Cape Verde,0.023,0.502,0.211,0.265,0.524,3.3,-0.07
H,Saudi Arabia,0.0,0.304,0.063,0.633,0.304,2.39,-3.93
I,France,0.808,0.192,0.0,0.0,1.0,7.86,5.7
I,Norway,0.192,0.808,0.0,0.0,1.0,6.86,3.3
I,Senegal,0.0,0.0,0.791,0.209,0.0,1.8,-2.39
I,Iraq,0.0,0.0,0.209,0.791,0.0,0.91,-6.61
J,Argentina,0.999,0.001,0.0,0.0,1.0,8.58,7.04
J,Austria,0.001,0.626,0.365,0.008,0.627,4.26,-0.11
J,Algeria,0.0,0.373,0.612,0.015,0.373,4.43,-1.89
J,Jordan,0.0,0.0,0.022,0.978,0.0,0.28,-5.04
K,Colombia,0.762,0.176,0.053,0.009,0.938,6.83,3.58
K,Portugal,0.161,0.405,0.286,0.148,0.567,3.82,0.16
K,DR Congo,0.057,0.224,0.362,0.357,0.281,2.84,-1.3
K,Uzbekistan,0.02,0.194,0.299,0.487,0.215,2.38,-2.44
L,England,0.895,0.083,0.019,0.003,0.978,7.52,4.68
L,Ghana,0.062,0.354,0.464,0.12,0.416,4.2,-1.43
L,Croatia,0.03,0.443,0.28,0.247,0.473,3.5,-0.92
L,Panama,0.013,0.12,0.237,0.63,0.133,1.79,-2.33
