group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,1.0,0.0,0.0,0.0,1.0,9.0,6.0
A,South Africa,0.0,1.0,0.0,0.0,1.0,4.0,-1.0
A,South Korea,0.0,0.0,1.0,0.0,0.0,3.0,-1.0
A,Czech Republic,0.0,0.0,0.0,1.0,0.0,1.0,-4.0
B,Switzerland,1.0,0.0,0.0,0.0,1.0,7.0,4.0
B,Canada,0.0,1.0,0.0,0.0,1.0,4.0,5.0
B,Bosnia and Herzegovina,0.0,0.0,1.0,0.0,0.0,4.0,-1.0
B,Qatar,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
C,Brazil,1.0,0.0,0.0,0.0,1.0,7.0,6.0
C,Morocco,0.0,1.0,0.0,0.0,1.0,7.0,3.0
C,Scotland,0.0,0.0,1.0,0.0,0.0,3.0,-3.0
C,Haiti,0.0,0.0,0.0,1.0,0.0,0.0,-6.0
D,United States,1.0,0.0,0.0,0.0,1.0,6.0,4.0
D,Australia,0.0,1.0,0.0,0.0,1.0,4.0,0.0
D,Paraguay,0.0,0.0,1.0,0.0,0.0,4.0,-2.0
D,Turkey,0.0,0.0,0.0,1.0,0.0,3.0,-2.0
E,Germany,1.0,0.0,0.0,0.0,1.0,6.0,6.0
E,Ivory Coast,0.0,1.0,0.0,0.0,1.0,6.0,2.0
E,Ecuador,0.0,0.0,1.0,0.0,0.0,4.0,0.0
E,Curaçao,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
F,Netherlands,1.0,0.0,0.0,0.0,1.0,7.0,6.0
F,Japan,0.0,1.0,0.0,0.0,1.0,5.0,4.0
F,Sweden,0.0,0.0,1.0,0.0,0.0,4.0,0.0
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.0,-10.0
G,Belgium,1.0,0.0,0.0,0.0,1.0,5.0,4.0
G,Egypt,0.0,1.0,0.0,0.0,1.0,5.0,2.0
G,Iran,0.0,0.0,1.0,0.0,0.0,3.0,0.0
G,New Zealand,0.0,0.0,0.0,1.0,0.0,1.0,-6.0
H,Spain,1.0,0.0,0.0,0.0,1.0,7.0,5.0
H,Cape Verde,0.0,1.0,0.0,0.0,1.0,3.0,0.0
H,Saudi Arabia,0.0,0.0,0.0,1.0,0.0,2.0,-4.0
H,Uruguay,0.0,0.0,1.0,0.0,0.0,2.0,-1.0
I,France,1.0,0.0,0.0,0.0,1.0,9.0,8.0
I,Norway,0.0,1.0,0.0,0.0,1.0,6.0,1.0
I,Senegal,0.0,0.0,1.0,0.0,0.0,3.0,2.0
I,Iraq,0.0,0.0,0.0,1.0,0.0,0.0,-11.0
J,Argentina,0.999,0.001,0.0,0.0,1.0,8.68,7.37
J,Austria,0.001,0.672,0.323,0.004,0.672,4.43,0.11
J,Algeria,0.0,0.327,0.66,0.012,0.328,4.28,-2.11
J,Jordan,0.0,0.0,0.017,0.983,0.0,0.21,-5.37
K,Colombia,0.636,0.364,0.0,0.0,1.0,7.34,2.97
K,Portugal,0.364,0.634,0.002,0.0,0.998,5.38,5.03
K,DR Congo,0.0,0.002,0.749,0.249,0.002,2.52,-0.75
K,Uzbekistan,0.0,0.0,0.249,0.751,0.0,1.11,-7.25
L,England,0.819,0.18,0.001,0.0,0.999,6.5,3.86
L,Croatia,0.128,0.455,0.407,0.01,0.583,5.01,-0.08
L,Ghana,0.053,0.365,0.582,0.0,0.418,4.73,0.08
L,Panama,0.0,0.0,0.01,0.99,0.0,0.34,-3.86
