group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,1.0,0.0,0.0,0.0,1.0,9.0,6.0
A,South Africa,0.0,1.0,0.0,0.0,1.0,4.0,-1.0
A,South Korea,0.0,0.0,1.0,0.0,0.0,3.0,-1.0
A,Czech Republic,0.0,0.0,0.0,1.0,0.0,1.0,-4.0
B,Switzerland,1.0,0.0,0.0,0.0,1.0,7.0,4.0
B,Canada,0.0,1.0,0.0,0.0,1.0,4.0,5.0
B,Bosnia and Herzegovina,0.0,0.0,1.0,0.0,0.0,4.0,-1.0
B,Qatar,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
C,Brazil,1.0,0.0,0.0,0.0,1.0,7.0,6.0
C,Morocco,0.0,1.0,0.0,0.0,1.0,7.0,3.0
C,Scotland,0.0,0.0,1.0,0.0,0.0,3.0,-3.0
C,Haiti,0.0,0.0,0.0,1.0,0.0,0.0,-6.0
D,United States,0.993,0.007,0.0,0.0,1.0,7.48,5.16
D,Australia,0.007,0.7,0.244,0.05,0.706,4.41,0.11
D,Paraguay,0.0,0.293,0.586,0.12,0.294,4.24,-2.11
D,Turkey,0.0,0.0,0.17,0.83,0.0,1.27,-3.16
E,Germany,0.997,0.003,0.0,0.0,1.0,7.56,7.29
E,Ivory Coast,0.003,0.915,0.066,0.016,0.918,5.45,1.66
E,Curaçao,0.0,0.046,0.091,0.863,0.046,1.37,-7.66
E,Ecuador,0.0,0.036,0.843,0.121,0.036,2.11,-1.29
F,Netherlands,0.595,0.399,0.006,0.0,0.994,6.31,5.43
F,Japan,0.344,0.457,0.199,0.0,0.801,5.9,4.79
F,Sweden,0.061,0.144,0.795,0.0,0.205,3.86,-0.79
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.49,-9.43
G,Egypt,0.516,0.193,0.291,0.0,0.709,5.22,1.87
G,Belgium,0.298,0.552,0.105,0.045,0.85,4.54,1.88
G,Iran,0.186,0.22,0.573,0.021,0.406,3.43,0.13
G,New Zealand,0.0,0.035,0.031,0.934,0.035,1.31,-3.88
H,Spain,0.831,0.114,0.055,0.0,0.945,5.91,4.74
H,Uruguay,0.148,0.105,0.669,0.078,0.254,2.8,-0.74
H,Cape Verde,0.021,0.51,0.219,0.25,0.531,3.33,0.01
H,Saudi Arabia,0.0,0.27,0.058,0.672,0.27,2.32,-4.01
I,France,0.749,0.251,0.0,0.0,1.0,7.73,5.53
I,Norway,0.251,0.749,0.0,0.0,1.0,7.01,3.47
I,Senegal,0.0,0.0,0.873,0.127,0.0,2.1,-1.99
I,Iraq,0.0,0.0,0.127,0.873,0.0,0.64,-7.01
J,Argentina,0.999,0.001,0.0,0.0,1.0,8.72,7.45
J,Austria,0.001,0.689,0.307,0.003,0.69,4.47,0.16
J,Algeria,0.0,0.31,0.68,0.009,0.31,4.23,-2.16
J,Jordan,0.0,0.0,0.012,0.988,0.0,0.17,-5.45
K,Colombia,0.617,0.383,0.0,0.0,1.0,7.28,2.89
K,Portugal,0.383,0.616,0.001,0.0,0.999,5.43,5.11
K,DR Congo,0.0,0.001,0.747,0.252,0.001,2.47,-0.81
K,Uzbekistan,0.0,0.0,0.252,0.748,0.0,1.14,-7.19
L,England,0.845,0.155,0.0,0.0,1.0,6.58,4.0
L,Croatia,0.115,0.495,0.383,0.006,0.61,5.08,0.01
L,Ghana,0.04,0.35,0.61,0.0,0.39,4.66,-0.01
L,Panama,0.0,0.0,0.006,0.994,0.0,0.28,-4.0
