group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,1.0,0.0,0.0,0.0,1.0,9.0,6.0
A,South Africa,0.0,1.0,0.0,0.0,1.0,4.0,-1.0
A,South Korea,0.0,0.0,1.0,0.0,0.0,3.0,-1.0
A,Czech Republic,0.0,0.0,0.0,1.0,0.0,1.0,-4.0
B,Switzerland,1.0,0.0,0.0,0.0,1.0,7.0,4.0
B,Canada,0.0,1.0,0.0,0.0,1.0,4.0,5.0
B,Bosnia and Herzegovina,0.0,0.0,1.0,0.0,0.0,4.0,-1.0
B,Qatar,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
C,Brazil,1.0,0.0,0.0,0.0,1.0,7.0,6.0
C,Morocco,0.0,1.0,0.0,0.0,1.0,7.0,3.0
C,Scotland,0.0,0.0,1.0,0.0,0.0,3.0,-3.0
C,Haiti,0.0,0.0,0.0,1.0,0.0,0.0,-6.0
D,United States,1.0,0.0,0.0,0.0,1.0,6.0,4.0
D,Australia,0.0,1.0,0.0,0.0,1.0,4.0,0.0
D,Paraguay,0.0,0.0,1.0,0.0,0.0,4.0,-2.0
D,Turkey,0.0,0.0,0.0,1.0,0.0,3.0,-2.0
E,Germany,1.0,0.0,0.0,0.0,1.0,6.0,6.0
E,Ivory Coast,0.0,1.0,0.0,0.0,1.0,6.0,2.0
E,Ecuador,0.0,0.0,1.0,0.0,0.0,4.0,0.0
E,Curaçao,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
F,Netherlands,1.0,0.0,0.0,0.0,1.0,7.0,6.0
F,Japan,0.0,1.0,0.0,0.0,1.0,5.0,4.0
F,Sweden,0.0,0.0,1.0,0.0,0.0,4.0,0.0
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.0,-10.0
G,Belgium,1.0,0.0,0.0,0.0,1.0,5.0,4.0
G,Egypt,0.0,1.0,0.0,0.0,1.0,5.0,2.0
G,Iran,0.0,0.0,1.0,0.0,0.0,3.0,0.0
G,New Zealand,0.0,0.0,0.0,1.0,0.0,1.0,-6.0
H,Spain,1.0,0.0,0.0,0.0,1.0,7.0,5.0
H,Cape Verde,0.0,1.0,0.0,0.0,1.0,3.0,0.0
H,Saudi Arabia,0.0,0.0,0.0,1.0,0.0,2.0,-4.0
H,Uruguay,0.0,0.0,1.0,0.0,0.0,2.0,-1.0
I,France,1.0,0.0,0.0,0.0,1.0,9.0,8.0
I,Norway,0.0,1.0,0.0,0.0,1.0,6.0,1.0
I,Senegal,0.0,0.0,1.0,0.0,0.0,3.0,2.0
I,Iraq,0.0,0.0,0.0,1.0,0.0,0.0,-11.0
J,Argentina,0.999,0.001,0.0,0.0,1.0,8.58,7.03
J,Austria,0.001,0.623,0.369,0.008,0.624,4.25,-0.12
J,Algeria,0.0,0.376,0.609,0.015,0.376,4.44,-1.88
J,Jordan,0.0,0.0,0.023,0.977,0.0,0.28,-5.03
K,Colombia,0.726,0.274,0.0,0.0,1.0,7.57,3.29
K,Portugal,0.274,0.724,0.002,0.0,0.998,5.13,4.71
K,DR Congo,0.0,0.002,0.645,0.352,0.002,2.32,-1.03
K,Uzbekistan,0.0,0.0,0.352,0.648,0.0,1.37,-6.97
L,England,0.68,0.317,0.003,0.0,0.997,6.1,3.05
L,Croatia,0.213,0.345,0.419,0.024,0.558,4.94,-0.2
L,Ghana,0.107,0.339,0.554,0.0,0.446,4.79,0.2
L,Panama,0.0,0.0,0.024,0.976,0.0,0.66,-3.05
