group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,1.0,0.0,0.0,0.0,1.0,9.0,6.0
A,South Africa,0.0,1.0,0.0,0.0,1.0,4.0,-1.0
A,South Korea,0.0,0.0,1.0,0.0,0.0,3.0,-1.0
A,Czech Republic,0.0,0.0,0.0,1.0,0.0,1.0,-4.0
B,Switzerland,1.0,0.0,0.0,0.0,1.0,7.0,4.0
B,Canada,0.0,1.0,0.0,0.0,1.0,4.0,5.0
B,Bosnia and Herzegovina,0.0,0.0,1.0,0.0,0.0,4.0,-1.0
B,Qatar,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
C,Brazil,1.0,0.0,0.0,0.0,1.0,7.0,6.0
C,Morocco,0.0,1.0,0.0,0.0,1.0,7.0,3.0
C,Scotland,0.0,0.0,1.0,0.0,0.0,3.0,-3.0
C,Haiti,0.0,0.0,0.0,1.0,0.0,0.0,-6.0
D,United States,1.0,0.0,0.0,0.0,1.0,6.0,4.0
D,Australia,0.0,1.0,0.0,0.0,1.0,4.0,0.0
D,Paraguay,0.0,0.0,1.0,0.0,0.0,4.0,-2.0
D,Turkey,0.0,0.0,0.0,1.0,0.0,3.0,-2.0
E,Germany,1.0,0.0,0.0,0.0,1.0,6.0,6.0
E,Ivory Coast,0.0,1.0,0.0,0.0,1.0,6.0,2.0
E,Ecuador,0.0,0.0,1.0,0.0,0.0,4.0,0.0
E,Curaçao,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
F,Netherlands,1.0,0.0,0.0,0.0,1.0,7.0,6.0
F,Japan,0.0,1.0,0.0,0.0,1.0,5.0,4.0
F,Sweden,0.0,0.0,1.0,0.0,0.0,4.0,0.0
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.0,-10.0
G,Egypt,0.537,0.193,0.269,0.0,0.731,5.29,1.94
G,Belgium,0.275,0.545,0.11,0.07,0.82,4.43,1.76
G,Iran,0.188,0.204,0.578,0.03,0.392,3.38,0.06
G,New Zealand,0.0,0.057,0.042,0.901,0.057,1.41,-3.76
H,Spain,0.799,0.13,0.07,0.0,0.93,5.81,4.62
H,Uruguay,0.173,0.111,0.648,0.068,0.284,2.89,-0.62
H,Cape Verde,0.028,0.513,0.218,0.242,0.541,3.4,0.09
H,Saudi Arabia,0.0,0.246,0.064,0.69,0.246,2.26,-4.09
I,France,0.72,0.28,0.0,0.0,1.0,7.64,5.42
I,Norway,0.28,0.72,0.0,0.0,1.0,7.1,3.58
I,Senegal,0.0,0.0,0.864,0.136,0.0,2.08,-2.0
I,Iraq,0.0,0.0,0.136,0.864,0.0,0.67,-7.0
J,Argentina,0.999,0.001,0.0,0.0,1.0,8.67,7.35
J,Austria,0.001,0.673,0.322,0.004,0.673,4.43,0.11
J,Algeria,0.0,0.327,0.661,0.013,0.327,4.27,-2.11
J,Jordan,0.0,0.0,0.017,0.983,0.0,0.21,-5.35
K,Colombia,0.635,0.365,0.0,0.0,1.0,7.34,2.97
K,Portugal,0.365,0.633,0.002,0.0,0.998,5.38,5.03
K,DR Congo,0.0,0.002,0.744,0.254,0.002,2.51,-0.77
K,Uzbekistan,0.0,0.0,0.254,0.746,0.0,1.13,-7.23
L,England,0.818,0.181,0.001,0.0,0.999,6.5,3.85
L,Croatia,0.129,0.456,0.406,0.009,0.585,5.01,-0.08
L,Ghana,0.053,0.363,0.584,0.0,0.416,4.72,0.08
L,Panama,0.0,0.0,0.009,0.991,0.0,0.34,-3.85
