group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,1.0,0.0,0.0,0.0,1.0,9.0,6.0
A,South Africa,0.0,1.0,0.0,0.0,1.0,4.0,-1.0
A,South Korea,0.0,0.0,1.0,0.0,0.0,3.0,-1.0
A,Czech Republic,0.0,0.0,0.0,1.0,0.0,1.0,-4.0
B,Switzerland,1.0,0.0,0.0,0.0,1.0,7.0,4.0
B,Canada,0.0,1.0,0.0,0.0,1.0,4.0,5.0
B,Bosnia and Herzegovina,0.0,0.0,1.0,0.0,0.0,4.0,-1.0
B,Qatar,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
C,Brazil,1.0,0.0,0.0,0.0,1.0,7.0,6.0
C,Morocco,0.0,1.0,0.0,0.0,1.0,7.0,3.0
C,Scotland,0.0,0.0,1.0,0.0,0.0,3.0,-3.0
C,Haiti,0.0,0.0,0.0,1.0,0.0,0.0,-6.0
D,United States,0.999,0.001,0.0,0.0,1.0,7.81,5.67
D,Australia,0.001,0.662,0.299,0.038,0.663,4.14,-0.15
D,Paraguay,0.0,0.337,0.604,0.059,0.337,4.43,-1.85
D,Turkey,0.0,0.0,0.097,0.903,0.0,0.97,-3.67
E,Germany,0.993,0.007,0.0,0.0,1.0,8.11,8.22
E,Ivory Coast,0.007,0.932,0.053,0.008,0.939,5.61,2.26
E,Curaçao,0.0,0.042,0.088,0.87,0.042,1.27,-8.26
E,Ecuador,0.0,0.019,0.86,0.121,0.019,1.7,-2.22
F,Netherlands,0.814,0.184,0.002,0.0,0.998,6.72,6.67
F,Japan,0.16,0.628,0.212,0.0,0.788,5.81,4.63
F,Sweden,0.026,0.188,0.786,0.0,0.214,3.91,-0.63
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.19,-10.67
G,Egypt,0.58,0.209,0.211,0.0,0.789,5.52,2.24
G,Belgium,0.324,0.563,0.067,0.046,0.887,4.59,2.24
G,Iran,0.096,0.184,0.694,0.027,0.28,3.12,-0.24
G,New Zealand,0.0,0.044,0.029,0.928,0.044,1.29,-4.24
H,Spain,0.864,0.084,0.052,0.0,0.948,6.15,5.14
H,Uruguay,0.108,0.073,0.704,0.115,0.181,2.62,-1.14
H,Cape Verde,0.028,0.556,0.192,0.224,0.584,3.45,0.13
H,Saudi Arabia,0.0,0.287,0.052,0.661,0.287,2.27,-4.13
I,France,0.802,0.198,0.0,0.0,1.0,7.97,5.94
I,Norway,0.198,0.802,0.0,0.0,1.0,6.81,3.06
I,Senegal,0.0,0.0,0.926,0.074,0.0,2.5,-1.04
I,Iraq,0.0,0.0,0.074,0.926,0.0,0.36,-7.96
J,Argentina,0.999,0.001,0.0,0.0,1.0,8.55,7.12
J,Austria,0.001,0.753,0.24,0.006,0.754,4.43,0.14
J,Algeria,0.0,0.246,0.732,0.022,0.246,4.16,-2.14
J,Jordan,0.0,0.0,0.028,0.972,0.0,0.32,-5.12
K,Portugal,0.519,0.476,0.005,0.0,0.995,5.81,5.64
K,Colombia,0.481,0.519,0.0,0.0,1.0,6.93,2.36
K,DR Congo,0.0,0.005,0.776,0.219,0.005,2.88,-0.24
K,Uzbekistan,0.0,0.0,0.219,0.781,0.0,0.89,-7.76
L,England,0.85,0.148,0.001,0.0,0.999,6.57,4.23
L,Croatia,0.098,0.442,0.449,0.011,0.54,4.91,-0.27
L,Ghana,0.051,0.41,0.538,0.0,0.462,4.8,0.27
L,Panama,0.0,0.0,0.011,0.989,0.0,0.31,-4.23
