group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.973,0.027,0.0,0.0,1.0,8.41,4.67
A,South Korea,0.027,0.797,0.163,0.013,0.824,5.01,0.9
A,South Africa,0.0,0.146,0.327,0.527,0.146,1.73,-2.9
A,Czech Republic,0.0,0.029,0.51,0.461,0.029,1.42,-2.67
B,Canada,0.686,0.314,0.0,0.0,1.0,5.48,6.17
B,Switzerland,0.314,0.682,0.004,0.0,0.996,5.23,2.83
B,Bosnia and Herzegovina,0.0,0.004,0.631,0.365,0.004,2.29,-3.08
B,Qatar,0.0,0.0,0.365,0.635,0.0,2.41,-5.92
C,Brazil,0.662,0.228,0.11,0.0,0.89,6.17,4.16
C,Morocco,0.301,0.677,0.021,0.0,0.979,6.3,2.39
C,Scotland,0.037,0.094,0.848,0.02,0.132,3.6,-1.16
C,Haiti,0.0,0.0,0.02,0.98,0.0,0.5,-5.39
D,United States,0.995,0.005,0.0,0.0,1.0,7.84,5.67
D,Australia,0.004,0.713,0.26,0.022,0.718,4.54,0.26
D,Paraguay,0.0,0.282,0.63,0.087,0.282,4.15,-2.26
D,Turkey,0.0,0.0,0.11,0.89,0.0,0.9,-3.67
E,Germany,0.999,0.001,0.0,0.0,1.0,7.59,7.32
E,Ivory Coast,0.001,0.804,0.151,0.044,0.805,4.98,0.87
E,Curaçao,0.0,0.12,0.157,0.723,0.12,1.75,-6.87
E,Ecuador,0.0,0.075,0.691,0.234,0.075,2.11,-1.32
F,Netherlands,0.572,0.425,0.003,0.0,0.997,6.31,5.41
F,Japan,0.392,0.49,0.118,0.0,0.882,6.17,5.17
F,Sweden,0.036,0.085,0.879,0.0,0.121,3.59,-1.17
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.49,-9.41
G,Iran,0.331,0.263,0.24,0.167,0.594,3.99,0.4
G,Belgium,0.33,0.265,0.236,0.17,0.595,4.2,0.69
G,Egypt,0.192,0.249,0.267,0.293,0.441,3.56,-0.19
G,New Zealand,0.147,0.224,0.258,0.371,0.371,3.05,-0.9
H,Spain,0.614,0.232,0.118,0.037,0.845,5.39,2.51
H,Uruguay,0.242,0.345,0.271,0.141,0.588,3.88,0.23
H,Saudi Arabia,0.079,0.201,0.326,0.393,0.28,2.85,-1.54
H,Cape Verde,0.065,0.222,0.285,0.429,0.286,2.88,-1.2
I,France,0.713,0.256,0.029,0.002,0.969,7.31,4.37
I,Norway,0.266,0.518,0.21,0.006,0.784,5.26,2.37
I,Senegal,0.018,0.206,0.573,0.203,0.224,3.1,-1.45
I,Iraq,0.003,0.02,0.188,0.789,0.023,1.28,-5.29
J,Argentina,0.872,0.117,0.01,0.001,0.989,7.73,6.09
J,Austria,0.117,0.624,0.246,0.013,0.741,4.94,0.8
J,Algeria,0.009,0.225,0.456,0.31,0.234,3.0,-2.59
J,Jordan,0.003,0.034,0.288,0.676,0.036,1.35,-4.3
K,Colombia,0.763,0.174,0.053,0.009,0.938,6.84,3.59
K,Portugal,0.159,0.405,0.286,0.15,0.564,3.81,0.15
K,DR Congo,0.057,0.226,0.362,0.355,0.283,2.84,-1.29
K,Uzbekistan,0.02,0.195,0.298,0.486,0.215,2.38,-2.44
L,England,0.895,0.083,0.019,0.003,0.978,7.52,4.69
L,Ghana,0.062,0.353,0.464,0.121,0.415,4.19,-1.44
L,Croatia,0.03,0.443,0.28,0.248,0.472,3.49,-0.92
L,Panama,0.013,0.121,0.237,0.628,0.134,1.8,-2.32
