group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,1.0,0.0,0.0,0.0,1.0,9.0,6.0
A,South Africa,0.0,1.0,0.0,0.0,1.0,4.0,-1.0
A,South Korea,0.0,0.0,1.0,0.0,0.0,3.0,-1.0
A,Czech Republic,0.0,0.0,0.0,1.0,0.0,1.0,-4.0
B,Switzerland,1.0,0.0,0.0,0.0,1.0,7.0,4.0
B,Canada,0.0,1.0,0.0,0.0,1.0,4.0,5.0
B,Bosnia and Herzegovina,0.0,0.0,1.0,0.0,0.0,4.0,-1.0
B,Qatar,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
C,Brazil,1.0,0.0,0.0,0.0,1.0,7.0,6.0
C,Morocco,0.0,1.0,0.0,0.0,1.0,7.0,3.0
C,Scotland,0.0,0.0,1.0,0.0,0.0,3.0,-3.0
C,Haiti,0.0,0.0,0.0,1.0,0.0,0.0,-6.0
D,United States,0.995,0.005,0.0,0.0,1.0,7.83,5.67
D,Australia,0.004,0.716,0.258,0.022,0.72,4.55,0.27
D,Paraguay,0.0,0.28,0.632,0.088,0.28,4.15,-2.27
D,Turkey,0.0,0.0,0.11,0.89,0.0,0.9,-3.67
E,Germany,0.999,0.001,0.0,0.0,1.0,7.59,7.32
E,Ivory Coast,0.001,0.804,0.151,0.044,0.805,4.98,0.86
E,Curaçao,0.0,0.12,0.157,0.723,0.12,1.76,-6.86
E,Ecuador,0.0,0.075,0.692,0.233,0.075,2.11,-1.32
F,Netherlands,0.571,0.426,0.003,0.0,0.997,6.3,5.39
F,Japan,0.392,0.488,0.12,0.0,0.88,6.16,5.15
F,Sweden,0.037,0.086,0.876,0.0,0.124,3.61,-1.15
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.5,-9.39
G,Egypt,0.54,0.209,0.252,0.0,0.748,5.14,1.73
G,Iran,0.315,0.167,0.475,0.043,0.482,3.55,0.27
G,Belgium,0.146,0.508,0.195,0.151,0.654,3.96,0.83
G,New Zealand,0.0,0.116,0.079,0.806,0.116,1.77,-2.83
H,Spain,0.838,0.11,0.053,0.0,0.947,6.0,4.89
H,Uruguay,0.139,0.086,0.673,0.101,0.226,2.74,-0.89
H,Cape Verde,0.023,0.499,0.211,0.267,0.522,3.29,-0.07
H,Saudi Arabia,0.0,0.305,0.063,0.632,0.305,2.4,-3.93
I,France,0.809,0.191,0.0,0.0,1.0,7.87,5.7
I,Norway,0.191,0.809,0.0,0.0,1.0,6.85,3.3
I,Senegal,0.0,0.0,0.79,0.21,0.0,1.8,-2.4
I,Iraq,0.0,0.0,0.21,0.79,0.0,0.92,-6.6
J,Argentina,0.999,0.001,0.0,0.0,1.0,8.58,7.03
J,Austria,0.001,0.626,0.366,0.008,0.626,4.26,-0.11
J,Algeria,0.0,0.373,0.611,0.015,0.374,4.43,-1.89
J,Jordan,0.0,0.0,0.023,0.977,0.0,0.28,-5.03
K,Colombia,0.726,0.274,0.0,0.0,1.0,7.57,3.3
K,Portugal,0.274,0.724,0.002,0.0,0.998,5.12,4.7
K,DR Congo,0.0,0.002,0.646,0.352,0.002,2.33,-1.02
K,Uzbekistan,0.0,0.0,0.352,0.648,0.0,1.36,-6.98
L,England,0.681,0.316,0.003,0.0,0.997,6.1,3.05
L,Croatia,0.212,0.346,0.418,0.023,0.558,4.94,-0.19
L,Ghana,0.106,0.338,0.555,0.0,0.445,4.79,0.19
L,Panama,0.0,0.0,0.023,0.977,0.0,0.65,-3.05
