group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,0.973,0.027,0.0,0.0,1.0,8.41,4.67
A,South Korea,0.027,0.797,0.163,0.013,0.824,5.01,0.9
A,South Africa,0.0,0.147,0.326,0.527,0.147,1.73,-2.9
A,Czech Republic,0.0,0.029,0.511,0.46,0.029,1.42,-2.67
B,Canada,0.686,0.314,0.0,0.0,1.0,5.48,6.17
B,Switzerland,0.314,0.682,0.004,0.0,0.996,5.23,2.83
B,Bosnia and Herzegovina,0.0,0.004,0.63,0.366,0.004,2.28,-3.08
B,Qatar,0.0,0.0,0.366,0.634,0.0,2.41,-5.92
C,Brazil,0.665,0.226,0.109,0.0,0.891,6.17,4.17
C,Morocco,0.298,0.68,0.021,0.0,0.979,6.29,2.38
C,Scotland,0.037,0.093,0.849,0.02,0.13,3.59,-1.17
C,Haiti,0.0,0.0,0.02,0.98,0.0,0.5,-5.38
D,United States,0.995,0.005,0.0,0.0,1.0,7.84,5.67
D,Australia,0.004,0.714,0.259,0.022,0.718,4.54,0.26
D,Paraguay,0.0,0.281,0.631,0.088,0.282,4.15,-2.26
D,Turkey,0.0,0.0,0.11,0.89,0.0,0.9,-3.67
E,Germany,0.999,0.001,0.0,0.0,1.0,7.59,7.32
E,Ivory Coast,0.001,0.804,0.151,0.044,0.805,4.98,0.87
E,Curaçao,0.0,0.119,0.157,0.724,0.119,1.75,-6.87
E,Ecuador,0.0,0.075,0.692,0.232,0.075,2.11,-1.32
F,Netherlands,0.571,0.425,0.003,0.0,0.997,6.3,5.4
F,Japan,0.392,0.489,0.119,0.0,0.881,6.17,5.16
F,Sweden,0.037,0.085,0.878,0.0,0.122,3.6,-1.16
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.49,-9.4
G,Egypt,0.543,0.208,0.249,0.0,0.751,5.15,1.74
G,Iran,0.312,0.167,0.477,0.044,0.479,3.54,0.26
G,Belgium,0.145,0.509,0.193,0.152,0.655,3.96,0.83
G,New Zealand,0.0,0.116,0.08,0.804,0.116,1.77,-2.83
H,Spain,0.84,0.108,0.052,0.0,0.948,6.01,4.9
H,Uruguay,0.138,0.085,0.675,0.102,0.223,2.73,-0.9
H,Cape Verde,0.023,0.502,0.21,0.265,0.525,3.3,-0.06
H,Saudi Arabia,0.0,0.304,0.062,0.634,0.304,2.39,-3.94
I,France,0.715,0.254,0.029,0.002,0.969,7.32,4.37
I,Norway,0.264,0.518,0.212,0.006,0.782,5.25,2.35
I,Senegal,0.018,0.208,0.57,0.204,0.225,3.11,-1.44
I,Iraq,0.003,0.02,0.189,0.788,0.023,1.28,-5.28
J,Argentina,0.872,0.117,0.011,0.001,0.989,7.73,6.1
J,Austria,0.116,0.623,0.248,0.013,0.739,4.93,0.79
J,Algeria,0.009,0.227,0.456,0.309,0.236,3.01,-2.58
J,Jordan,0.003,0.034,0.286,0.678,0.036,1.35,-4.3
K,Colombia,0.762,0.176,0.053,0.009,0.938,6.84,3.59
K,Portugal,0.161,0.405,0.287,0.148,0.565,3.82,0.16
K,DR Congo,0.057,0.225,0.361,0.356,0.282,2.84,-1.3
K,Uzbekistan,0.02,0.194,0.299,0.487,0.214,2.38,-2.44
L,England,0.895,0.083,0.019,0.003,0.978,7.52,4.68
L,Ghana,0.062,0.354,0.464,0.121,0.416,4.19,-1.43
L,Croatia,0.03,0.442,0.281,0.246,0.472,3.5,-0.92
L,Panama,0.013,0.121,0.236,0.63,0.134,1.79,-2.33
