group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,1.0,0.0,0.0,0.0,1.0,9.0,6.0
A,South Africa,0.0,1.0,0.0,0.0,1.0,4.0,-1.0
A,South Korea,0.0,0.0,1.0,0.0,0.0,3.0,-1.0
A,Czech Republic,0.0,0.0,0.0,1.0,0.0,1.0,-4.0
B,Switzerland,1.0,0.0,0.0,0.0,1.0,7.0,4.0
B,Canada,0.0,1.0,0.0,0.0,1.0,4.0,5.0
B,Bosnia and Herzegovina,0.0,0.0,1.0,0.0,0.0,4.0,-1.0
B,Qatar,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
C,Brazil,1.0,0.0,0.0,0.0,1.0,7.0,6.0
C,Morocco,0.0,1.0,0.0,0.0,1.0,7.0,3.0
C,Scotland,0.0,0.0,1.0,0.0,0.0,3.0,-3.0
C,Haiti,0.0,0.0,0.0,1.0,0.0,0.0,-6.0
D,United States,1.0,0.0,0.0,0.0,1.0,6.0,4.0
D,Australia,0.0,1.0,0.0,0.0,1.0,4.0,0.0
D,Paraguay,0.0,0.0,1.0,0.0,0.0,4.0,-2.0
D,Turkey,0.0,0.0,0.0,1.0,0.0,3.0,-2.0
E,Germany,1.0,0.0,0.0,0.0,1.0,6.0,6.0
E,Ivory Coast,0.0,1.0,0.0,0.0,1.0,6.0,2.0
E,Ecuador,0.0,0.0,1.0,0.0,0.0,4.0,0.0
E,Curaçao,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
F,Netherlands,1.0,0.0,0.0,0.0,1.0,7.0,6.0
F,Japan,0.0,1.0,0.0,0.0,1.0,5.0,4.0
F,Sweden,0.0,0.0,1.0,0.0,0.0,4.0,0.0
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.0,-10.0
G,Egypt,0.58,0.214,0.206,0.0,0.794,5.53,2.24
G,Belgium,0.326,0.557,0.067,0.049,0.884,4.58,2.24
G,Iran,0.094,0.181,0.697,0.028,0.275,3.11,-0.24
G,New Zealand,0.0,0.047,0.03,0.923,0.047,1.3,-4.24
H,Spain,0.843,0.101,0.055,0.0,0.945,6.04,4.95
H,Uruguay,0.129,0.081,0.686,0.104,0.209,2.71,-0.95
H,Cape Verde,0.028,0.521,0.199,0.252,0.549,3.37,0.02
H,Saudi Arabia,0.0,0.297,0.059,0.644,0.297,2.34,-4.02
I,France,0.799,0.201,0.0,0.0,1.0,7.99,6.0
I,Norway,0.201,0.799,0.0,0.0,1.0,6.81,3.0
I,Senegal,0.0,0.0,0.924,0.076,0.0,2.49,-1.02
I,Iraq,0.0,0.0,0.076,0.924,0.0,0.37,-7.98
J,Argentina,0.999,0.001,0.0,0.0,1.0,8.55,7.15
J,Austria,0.001,0.763,0.23,0.006,0.763,4.44,0.16
J,Algeria,0.0,0.237,0.742,0.021,0.237,4.14,-2.16
J,Jordan,0.0,0.0,0.028,0.972,0.0,0.32,-5.15
K,Portugal,0.514,0.48,0.006,0.0,0.994,5.8,5.63
K,Colombia,0.486,0.514,0.0,0.0,1.0,6.94,2.37
K,DR Congo,0.0,0.006,0.772,0.222,0.006,2.87,-0.24
K,Uzbekistan,0.0,0.0,0.222,0.778,0.0,0.9,-7.76
L,England,0.853,0.145,0.001,0.0,0.999,6.58,4.26
L,Croatia,0.097,0.445,0.447,0.01,0.542,4.92,-0.26
L,Ghana,0.05,0.409,0.541,0.0,0.459,4.79,0.26
L,Panama,0.0,0.0,0.01,0.99,0.0,0.3,-4.26
