group,team,P1,P2,P3,P4,qualify,xPts,xGD
A,Mexico,1.0,0.0,0.0,0.0,1.0,9.0,6.0
A,South Africa,0.0,1.0,0.0,0.0,1.0,4.0,-1.0
A,South Korea,0.0,0.0,1.0,0.0,0.0,3.0,-1.0
A,Czech Republic,0.0,0.0,0.0,1.0,0.0,1.0,-4.0
B,Switzerland,1.0,0.0,0.0,0.0,1.0,7.0,4.0
B,Canada,0.0,1.0,0.0,0.0,1.0,4.0,5.0
B,Bosnia and Herzegovina,0.0,0.0,1.0,0.0,0.0,4.0,-1.0
B,Qatar,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
C,Brazil,1.0,0.0,0.0,0.0,1.0,7.0,6.0
C,Morocco,0.0,1.0,0.0,0.0,1.0,7.0,3.0
C,Scotland,0.0,0.0,1.0,0.0,0.0,3.0,-3.0
C,Haiti,0.0,0.0,0.0,1.0,0.0,0.0,-6.0
D,United States,1.0,0.0,0.0,0.0,1.0,6.0,4.0
D,Australia,0.0,1.0,0.0,0.0,1.0,4.0,0.0
D,Paraguay,0.0,0.0,1.0,0.0,0.0,4.0,-2.0
D,Turkey,0.0,0.0,0.0,1.0,0.0,3.0,-2.0
E,Germany,1.0,0.0,0.0,0.0,1.0,6.0,6.0
E,Ivory Coast,0.0,1.0,0.0,0.0,1.0,6.0,2.0
E,Ecuador,0.0,0.0,1.0,0.0,0.0,4.0,0.0
E,Curaçao,0.0,0.0,0.0,1.0,0.0,1.0,-8.0
F,Netherlands,1.0,0.0,0.0,0.0,1.0,7.0,6.0
F,Japan,0.0,1.0,0.0,0.0,1.0,5.0,4.0
F,Sweden,0.0,0.0,1.0,0.0,0.0,4.0,0.0
F,Tunisia,0.0,0.0,0.0,1.0,0.0,0.0,-10.0
G,Belgium,1.0,0.0,0.0,0.0,1.0,5.0,4.0
G,Egypt,0.0,1.0,0.0,0.0,1.0,5.0,2.0
G,Iran,0.0,0.0,1.0,0.0,0.0,3.0,0.0
G,New Zealand,0.0,0.0,0.0,1.0,0.0,1.0,-6.0
H,Spain,1.0,0.0,0.0,0.0,1.0,7.0,5.0
H,Cape Verde,0.0,1.0,0.0,0.0,1.0,3.0,0.0
H,Saudi Arabia,0.0,0.0,0.0,1.0,0.0,2.0,-4.0
H,Uruguay,0.0,0.0,1.0,0.0,0.0,2.0,-1.0
I,France,1.0,0.0,0.0,0.0,1.0,9.0,8.0
I,Norway,0.0,1.0,0.0,0.0,1.0,6.0,1.0
I,Senegal,0.0,0.0,1.0,0.0,0.0,3.0,2.0
I,Iraq,0.0,0.0,0.0,1.0,0.0,0.0,-11.0
J,Argentina,0.999,0.001,0.0,0.0,1.0,8.73,7.48
J,Austria,0.001,0.688,0.308,0.003,0.689,4.46,0.15
J,Algeria,0.0,0.311,0.68,0.009,0.311,4.24,-2.15
J,Jordan,0.0,0.0,0.012,0.988,0.0,0.17,-5.48
K,Colombia,0.617,0.383,0.0,0.0,1.0,7.27,2.89
K,Portugal,0.383,0.616,0.001,0.0,0.999,5.44,5.11
K,DR Congo,0.0,0.001,0.75,0.249,0.001,2.49,-0.8
K,Uzbekistan,0.0,0.0,0.249,0.751,0.0,1.13,-7.2
L,England,0.846,0.154,0.0,0.0,1.0,6.58,4.0
L,Croatia,0.115,0.496,0.383,0.006,0.611,5.09,0.01
L,Ghana,0.039,0.35,0.611,0.0,0.389,4.66,-0.01
L,Panama,0.0,0.0,0.006,0.994,0.0,0.28,-4.0
